C [%],Si [%],S [%],P [%],Mg [%],Mn [%],Ni [%],Cu [%],Mo [%],Cr [%],Al [%],Sn [%],B [%],V [%],Graphite emission [mm-2],Graphite emission share [%],Nodularity [%],Perlite share [%],Ferrite share [%],Rm [MPa] (as cast),A5 [%]     (as cast),Min wall thickness [mm],Austenitization temp [C],Austenitization time [min.],Isothermal process temp [C],Isothermal process time [min.],y_RM
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,290.0,120.0,1380.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,260.0,120.0,1480.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,230.0,120.0,1450.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,385.0,90.0,1080.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,370.0,90.0,1040.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,355.0,90.0,1100.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,345.0,90.0,1100.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,315.0,90.0,1230.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,290.0,90.0,1350.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,260.0,90.0,1450.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,230.0,90.0,1560.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,385.0,75.0,979.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,370.0,75.0,1050.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,355.0,75.0,1110.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,345.0,75.0,1130.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,315.0,75.0,1210.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,290.0,75.0,1400.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,260.0,75.0,1420.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,230.0,75.0,1320.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,385.0,60.0,1030.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,370.0,60.0,1010.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,355.0,60.0,1090.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,345.0,60.0,1130.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,315.0,60.0,1310.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,290.0,60.0,1390.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,260.0,60.0,1490.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,230.0,60.0,1120.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,370.0,30.0,1050.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,355.0,30.0,1180.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,345.0,30.0,1170.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,315.0,30.0,1310.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,290.0,30.0,1410.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,260.0,30.0,1160.0
3.59,2.52,0.007,0.024,0.028,0.31,1.53,0.026,0.32,0.3000000000000005,1.6964299999999994,0.007827000000000008,0.0,0.010730000000000009,104.07,10.685,79.92,98.43,10.12,741.45,4.260699999999995,21.35,900.0,120.0,230.0,30.0,896.0
3.72,2.46,0.004,0.015,0.024,0.18,0.04,0.03,0.15,0.02,0.015619999999999983,0.0033240000000000023,0.015240000000000009,0.0026600000000000018,150.0,12.329299999999998,100.0,82.23099999999998,16.203999999999997,570.9920999999999,7.225300000000008,21.268091733466854,880.0,60.0,400.0,60.0,1066.0
3.72,2.46,0.004,0.015,0.024,0.18,0.04,0.03,0.15,0.02,0.015619999999999983,0.0033240000000000023,0.015240000000000009,0.0026600000000000018,150.0,12.329299999999998,100.0,82.23099999999998,16.203999999999997,570.9920999999999,7.225300000000008,21.268091733466854,880.0,60.0,370.0,60.0,1153.0
3.72,2.46,0.004,0.015,0.024,0.18,0.04,0.03,0.15,0.02,0.015619999999999983,0.0033240000000000023,0.015240000000000009,0.0026600000000000018,150.0,12.329299999999998,100.0,82.23099999999998,16.203999999999997,570.9920999999999,7.225300000000008,21.268091733466854,880.0,60.0,335.0,60.0,1271.0
3.72,2.46,0.004,0.015,0.024,0.18,0.04,0.03,0.15,0.02,0.015619999999999983,0.0033240000000000023,0.015240000000000009,0.0026600000000000018,150.0,12.329299999999998,100.0,82.23099999999998,16.203999999999997,570.9920999999999,7.225300000000008,21.268091733466854,880.0,60.0,300.0,60.0,1490.0
3.72,2.46,0.004,0.015,0.024,0.18,0.04,0.03,0.15,0.02,0.015619999999999983,0.0033240000000000023,0.015240000000000009,0.0026600000000000018,150.0,12.329299999999998,100.0,82.23099999999998,16.203999999999997,570.9920999999999,7.225300000000008,21.268091733466854,880.0,60.0,270.0,60.0,1597.0
3.72,2.46,0.004,0.015,0.024,0.18,0.04,0.03,0.15,0.02,0.015619999999999983,0.0033240000000000023,0.015240000000000009,0.0026600000000000018,150.0,12.329299999999998,100.0,82.23099999999998,16.203999999999997,570.9920999999999,7.225300000000008,21.268091733466854,880.0,60.0,240.0,60.0,1725.0
3.62,3.3,0.006,0.036,0.065,0.21,0.52,0.54,0.22,0.12240000000000001,0.2800400000000002,0.007753000000000009,0.0,0.0030200000000000014,105.0,11.13,90.0,91.26,10.23,752.62,4.170599999999997,27.0,900.0,90.0,400.0,120.0,628.0
3.62,3.3,0.006,0.036,0.065,0.21,0.52,0.54,0.22,0.12240000000000001,0.2800400000000002,0.007753000000000009,0.0,0.0030200000000000014,105.0,11.13,90.0,91.26,10.23,752.62,4.170599999999997,27.0,900.0,90.0,375.0,120.0,636.0
3.62,3.3,0.006,0.036,0.065,0.21,0.52,0.54,0.22,0.12240000000000001,0.2800400000000002,0.007753000000000009,0.0,0.0030200000000000014,105.0,11.13,90.0,91.26,10.23,752.62,4.170599999999997,27.0,900.0,90.0,350.0,120.0,673.0
3.62,3.3,0.006,0.036,0.065,0.21,0.52,0.54,0.22,0.12240000000000001,0.2800400000000002,0.007753000000000009,0.0,0.0030200000000000014,105.0,11.13,90.0,91.26,10.23,752.62,4.170599999999997,27.0,900.0,90.0,325.0,120.0,810.0
3.62,3.3,0.006,0.036,0.065,0.21,0.52,0.54,0.22,0.12240000000000001,0.2800400000000002,0.007753000000000009,0.0,0.0030200000000000014,105.0,11.13,90.0,91.26,10.23,752.62,4.170599999999997,27.0,900.0,90.0,300.0,120.0,1342.0
3.68,2.28,0.005,0.032,0.06,0.22,0.52,0.56,0.24,0.010160000000000004,0.012699999999999994,0.008076000000000005,0.0,0.0027900000000000012,62.0,11.706999999999999,89.52,80.94499999999998,18.0,773.38,7.079800000000007,27.0,900.0,90.0,400.0,120.0,941.0
3.64,2.68,0.004,0.033,0.06,0.22,0.52,0.56,0.21,0.0006599999999999999,0.01453999999999999,0.0012570000000000005,0.0,0.002410000000000001,71.0,12.8603,92.998,89.86,10.14,591.9378571428568,7.865300000000002,27.0,900.0,90.0,400.0,120.0,863.0
3.68,2.28,0.005,0.032,0.06,0.22,0.52,0.56,0.24,0.010160000000000004,0.012699999999999994,0.008076000000000005,0.0,0.0027900000000000012,62.0,11.706999999999999,89.52,80.94499999999998,18.0,773.38,7.079800000000007,27.0,900.0,90.0,375.0,120.0,1109.0
3.64,2.68,0.004,0.033,0.06,0.22,0.52,0.56,0.21,0.0006599999999999999,0.01453999999999999,0.0012570000000000005,0.0,0.002410000000000001,71.0,12.8603,92.998,89.86,10.14,591.9378571428568,7.865300000000002,27.0,900.0,90.0,375.0,120.0,1163.0
3.68,2.28,0.005,0.032,0.06,0.22,0.52,0.56,0.24,0.010160000000000004,0.012699999999999994,0.008076000000000005,0.0,0.0027900000000000012,62.0,11.706999999999999,89.52,80.94499999999998,18.0,773.38,7.079800000000007,27.0,900.0,90.0,350.0,120.0,1204.0
3.64,2.68,0.004,0.033,0.06,0.22,0.52,0.56,0.21,0.0006599999999999999,0.01453999999999999,0.0012570000000000005,0.0,0.002410000000000001,71.0,12.8603,92.998,89.86,10.14,591.9378571428568,7.865300000000002,27.0,900.0,90.0,350.0,120.0,1216.0
3.68,2.28,0.005,0.032,0.06,0.22,0.52,0.56,0.24,0.010160000000000004,0.012699999999999994,0.008076000000000005,0.0,0.0027900000000000012,62.0,11.706999999999999,89.52,80.94499999999998,18.0,773.38,7.079800000000007,27.0,900.0,90.0,325.0,120.0,1363.0
3.64,2.68,0.004,0.033,0.06,0.22,0.52,0.56,0.21,0.0006599999999999999,0.01453999999999999,0.0012570000000000005,0.0,0.002410000000000001,71.0,12.8603,92.998,89.86,10.14,591.9378571428568,7.865300000000002,27.0,900.0,90.0,325.0,120.0,1391.0
3.68,2.28,0.005,0.032,0.06,0.22,0.52,0.56,0.24,0.010160000000000004,0.012699999999999994,0.008076000000000005,0.0,0.0027900000000000012,62.0,11.706999999999999,89.52,80.94499999999998,18.0,773.38,7.079800000000007,27.0,900.0,90.0,300.0,120.0,1460.0
3.64,2.68,0.004,0.033,0.06,0.22,0.52,0.56,0.21,0.0006599999999999999,0.01453999999999999,0.0012570000000000005,0.0,0.002410000000000001,71.0,12.8603,92.998,89.86,10.14,591.9378571428568,7.865300000000002,27.0,900.0,90.0,300.0,120.0,1491.0
3.67,3.0,0.005,0.033,0.059,0.22,0.52,0.57,0.29,0.004940000000000002,0.014489999999999992,0.007358000000000004,0.0,0.0026500000000000013,77.0,10.695,89.83,91.37,10.13,752.46,4.155099999999999,27.0,900.0,90.0,400.0,120.0,840.0
3.67,3.0,0.005,0.033,0.059,0.22,0.52,0.57,0.29,0.004940000000000002,0.014489999999999992,0.007358000000000004,0.0,0.0026500000000000013,77.0,10.695,89.83,91.37,10.13,752.46,4.155099999999999,27.0,900.0,90.0,375.0,120.0,1043.0
3.67,3.0,0.005,0.033,0.059,0.22,0.52,0.57,0.29,0.004940000000000002,0.014489999999999992,0.007358000000000004,0.0,0.0026500000000000013,77.0,10.695,89.83,91.37,10.13,752.46,4.155099999999999,27.0,900.0,90.0,350.0,120.0,1256.0
3.67,3.0,0.005,0.033,0.059,0.22,0.52,0.57,0.29,0.004940000000000002,0.014489999999999992,0.007358000000000004,0.0,0.0026500000000000013,77.0,10.695,89.83,91.37,10.13,752.46,4.155099999999999,27.0,900.0,90.0,325.0,120.0,1426.0
3.67,3.0,0.005,0.033,0.059,0.22,0.52,0.57,0.29,0.004940000000000002,0.014489999999999992,0.007358000000000004,0.0,0.0026500000000000013,77.0,10.695,89.83,91.37,10.13,752.46,4.155099999999999,27.0,900.0,90.0,300.0,120.0,1378.0
3.5,2.5,0.01,0.03,0.045,0.38,2.0,0.54,0.47,0.007220000000000003,0.00021,0.013076,0.0,0.0,109.67,8.977199999999987,92.848,79.10899999999992,19.855000000000004,783.58,4.145900000000001,60.0,898.4081920903955,90.0,240.0,240.0,1300.0
3.5,2.5,0.01,0.03,0.045,0.38,2.0,0.54,0.47,0.007220000000000003,0.00021,0.013076,0.0,0.0,109.67,8.977199999999987,92.848,79.10899999999992,19.855000000000004,783.58,4.145900000000001,60.0,898.4081920903955,90.0,240.0,180.0,1300.0
3.5,2.5,0.01,0.03,0.045,0.38,2.0,0.54,0.47,0.007220000000000003,0.00021,0.013076,0.0,0.0,109.67,8.977199999999987,92.848,79.10899999999992,19.855000000000004,783.58,4.145900000000001,60.0,898.4081920903955,90.0,240.0,60.0,1280.0
3.5,2.5,0.01,0.03,0.045,0.38,2.0,0.54,0.47,0.007220000000000003,0.00021,0.013076,0.0,0.0,109.67,8.977199999999987,92.848,79.10899999999992,19.855000000000004,783.58,4.145900000000001,60.0,898.4081920903955,90.0,240.0,30.0,1210.0
3.5,2.5,0.01,0.03,0.045,0.38,2.0,0.54,0.47,0.007220000000000003,0.00021,0.013076,0.0,0.0,109.67,8.977199999999987,92.848,79.10899999999992,19.855000000000004,783.58,4.145900000000001,60.0,900.0,30.0,240.0,10.0,900.0
3.41,2.12,0.015,0.017,0.068,0.34,1.38,0.54,0.32,0.011800000000000007,0.014619999999999984,0.0033840000000000025,0.015240000000000009,0.0026600000000000018,150.0,12.419299999999998,99.9,81.99499999999996,15.234000000000002,594.7316166666665,6.861200000000009,25.0,855.0,30.0,400.0,67.0,920.0
3.44,2.63,0.009,0.042,0.065,0.42,0.52,0.54,0.19,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,880.0,30.0,300.0,83.0,1450.0
3.44,2.63,0.009,0.042,0.065,0.42,0.52,0.54,0.19,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,880.0,30.0,350.0,67.0,1260.0
3.44,2.63,0.009,0.042,0.065,0.42,0.52,0.54,0.19,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,880.0,30.0,400.0,50.0,980.0
3.56,2.69,0.007,0.04,0.063,0.43,0.52,0.54,0.36,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,880.0,30.0,300.0,283.0,1400.0
3.56,2.69,0.007,0.04,0.063,0.43,0.52,0.54,0.36,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,880.0,30.0,350.0,166.0,1150.0
3.56,2.69,0.007,0.04,0.063,0.43,0.52,0.54,0.36,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,880.0,30.0,400.0,116.0,990.0
3.5,2.55,0.011,0.061,0.062,0.27,1.9,0.54,0.15,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,875.0,30.0,300.0,333.0,1350.0
3.5,2.55,0.011,0.061,0.062,0.27,1.9,0.54,0.15,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,875.0,30.0,350.0,250.0,1100.0
3.5,2.55,0.011,0.061,0.062,0.27,1.9,0.54,0.15,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,875.0,30.0,400.0,50.0,950.0
3.49,2.69,0.005,0.041,0.061,1.23,0.52,0.54,0.15,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,900.0,30.0,300.0,333.0,1205.0
3.49,2.69,0.005,0.041,0.061,1.23,0.52,0.54,0.15,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,900.0,30.0,350.0,250.0,870.0
3.49,2.69,0.005,0.041,0.061,1.23,0.52,0.54,0.15,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,900.0,30.0,400.0,166.0,660.0
3.49,2.43,0.01,0.061,0.058,0.28,0.97,0.54,0.15,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,880.0,30.0,300.0,283.0,1520.0
3.49,2.43,0.01,0.061,0.058,0.28,0.97,0.54,0.15,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,880.0,30.0,350.0,200.0,1195.0
3.49,2.43,0.01,0.061,0.058,0.28,0.97,0.54,0.15,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,880.0,30.0,400.0,33.0,980.0
3.43,2.46,0.009,0.06,0.055,0.97,0.52,0.54,0.15,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,900.0,30.0,300.0,250.0,1230.0
3.43,2.46,0.009,0.06,0.055,0.97,0.52,0.54,0.15,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,900.0,30.0,350.0,166.0,1000.0
3.43,2.46,0.009,0.06,0.055,0.97,0.52,0.54,0.15,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,900.0,30.0,400.0,83.0,710.0
3.47,2.47,0.005,0.031,0.054,0.22,0.63,0.54,0.15,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,880.0,30.0,300.0,233.0,1510.0
3.47,2.47,0.005,0.031,0.054,0.22,0.63,0.54,0.15,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,880.0,30.0,350.0,167.0,1210.0
3.47,2.47,0.005,0.031,0.054,0.22,0.63,0.54,0.15,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,880.0,30.0,400.0,33.0,1005.0
3.46,2.89,0.006,0.041,0.053,0.45,0.52,0.54,0.63,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,890.0,30.0,400.0,300.0,870.0
3.46,2.89,0.006,0.041,0.053,0.45,0.52,0.54,0.63,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,890.0,30.0,350.0,300.0,1100.0
3.46,2.89,0.006,0.041,0.053,0.45,0.52,0.54,0.63,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,890.0,30.0,300.0,300.0,1250.0
3.29,2.67,0.01,0.062,0.047,0.24,0.52,0.54,0.15,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,900.0,30.0,350.0,100.0,1270.0
3.29,2.67,0.01,0.062,0.047,0.24,0.52,0.54,0.15,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,900.0,30.0,400.0,32.0,1000.0
3.29,2.67,0.01,0.062,0.047,0.24,0.52,0.54,0.15,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,900.0,30.0,300.0,17.0,1510.0
3.47,2.76,0.017,0.031,0.043,0.34,0.52,0.74,0.15,0.011800000000000007,0.014619999999999984,0.0033840000000000025,0.015240000000000009,0.0026600000000000018,150.0,12.419299999999998,99.9,81.99499999999996,15.234000000000002,594.7316166666665,6.861200000000009,25.0,900.0,30.0,350.0,166.0,1130.0
3.47,2.76,0.017,0.031,0.043,0.34,0.52,0.74,0.15,0.011800000000000007,0.014619999999999984,0.0033840000000000025,0.015240000000000009,0.0026600000000000018,150.0,12.419299999999998,99.9,81.99499999999996,15.234000000000002,594.7316166666665,6.861200000000009,25.0,900.0,30.0,400.0,50.0,1030.0
3.5,2.66,0.01,0.062,0.042,0.6,0.52,0.54,0.15,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,900.0,30.0,350.0,333.0,1095.0
3.5,2.66,0.01,0.062,0.042,0.6,0.52,0.54,0.15,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,900.0,30.0,300.0,166.0,1425.0
3.5,2.66,0.01,0.062,0.042,0.6,0.52,0.54,0.15,0.005530000000000002,0.00021,0.012306000000000004,0.0,0.0,100.0,8.975199999999989,92.848,79.10899999999992,19.741,768.8969999999999,4.142000000000001,50.0,900.0,30.0,400.0,83.0,845.0
3.0,2.5,0.01,0.027,0.054,0.11,0.58,0.75,0.16,0.12224999999999994,0.31867,0.007360000000000011,0.034800000000000025,0.010250000000000007,126.0,10.695,80.302,94.376,10.66,729.99,4.384999999999998,8.04,900.0,120.0,375.0,120.0,998.0
3.3,2.3,0.01,0.027,0.045,0.14,0.54,0.65,0.14,0.014000000000000007,0.015569999999999981,0.0032130000000000023,0.015240000000000009,0.0026600000000000018,161.0,12.084299999999999,99.9,83.39699999999999,15.333999999999996,578.7061999999997,7.000500000000006,16.125,900.0,120.0,375.0,120.0,988.0
