C [%],Si [%],S [%],P [%],Mg [%],Mn [%],Ni [%],Cu [%],Mo [%],Cr [%],Al [%],Sn [%],B [%],V [%],Graphite emission [mm-2],Graphite emission share [%],Nodularity [%],Perlite share [%],Ferrite share [%],Rm [MPa] (as cast),A5 [%]     (as cast),Min wall thickness [mm],Austenitization temp [C],Austenitization time [min.],Isothermal process temp [C],Isothermal process time [min.],y_C
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,62.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,64.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,66.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,70.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,60.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,68.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,48.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,62.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,66.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,68.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,78.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,112.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,94.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,96.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,114.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,116.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,82.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,72.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,102.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,116.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,86.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,106.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,126.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,128.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,122.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,124.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,138.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,112.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,900.0,60.0,370.0,60.0,134.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,915.0,60.0,280.0,90.0,50.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,915.0,60.0,280.0,90.0,60.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,915.0,60.0,280.0,90.0,62.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,915.0,60.0,280.0,90.0,64.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,915.0,60.0,280.0,90.0,65.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,915.0,60.0,280.0,90.0,65.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,915.0,60.0,280.0,90.0,68.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,915.0,60.0,280.0,90.0,69.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,915.0,60.0,280.0,90.0,69.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,915.0,60.0,280.0,90.0,69.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,13.0,915.0,60.0,280.0,90.0,70.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,75.0,915.0,60.0,280.0,90.0,20.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,75.0,915.0,60.0,280.0,90.0,28.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,75.0,915.0,60.0,280.0,90.0,30.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,75.0,915.0,60.0,280.0,90.0,32.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,75.0,915.0,60.0,280.0,90.0,35.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,75.0,915.0,60.0,280.0,90.0,38.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,75.0,915.0,60.0,280.0,90.0,40.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,75.0,915.0,60.0,280.0,90.0,42.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,75.0,915.0,60.0,280.0,90.0,48.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,75.0,915.0,60.0,280.0,90.0,58.0
3.45,3.22,0.014,0.03,0.045,0.27,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,158.43833333333333,11.366,87.80599999999998,82.63800000000003,21.37999999999998,556.5343999999999,4.920799999999998,75.0,915.0,60.0,280.0,90.0,66.0
3.56,2.68,0.006,0.03,0.0305,0.29,0.0,0.87,0.25,0.0,0.0,0.0,0.0,0.0,134.5416574074074,10.065400000000006,98.34899999999998,88.31099999999996,22.71199999999999,654.0,4.0,19.575,910.0,90.0,350.0,90.0,21.0
3.56,2.68,0.006,0.03,0.0305,0.29,0.0,0.87,0.25,0.0,0.0,0.0,0.0,0.0,134.5416574074074,10.065400000000006,98.34899999999998,88.31099999999996,22.71199999999999,654.0,4.0,19.575,910.0,90.0,370.0,90.0,21.0
3.56,2.68,0.006,0.03,0.0305,0.29,0.0,0.87,0.25,0.0,0.0,0.0,0.0,0.0,134.5416574074074,10.065400000000006,98.34899999999998,88.31099999999996,22.71199999999999,654.0,4.0,19.575,910.0,90.0,390.0,90.0,21.0
3.56,2.68,0.006,0.03,0.0305,0.29,0.0,0.87,0.25,0.0,0.0,0.0,0.0,0.0,134.5416574074074,10.065400000000006,98.34899999999998,88.31099999999996,22.71199999999999,654.0,4.0,19.575,910.0,90.0,410.0,90.0,21.0
3.41,2.35,0.015,0.02,0.053,0.18,2.75,0.02,0.0,0.01,0.0,0.0,0.0,0.0,566.0,9.53,92.5,80.47499999999992,22.443000000000005,594.1870999999999,5.373300000000001,26.2136116838488,840.0,60.0,375.0,45.0,14.7
3.41,2.35,0.015,0.02,0.053,0.18,2.75,0.02,0.0,0.01,0.0,0.0,0.0,0.0,566.0,9.53,92.5,80.47499999999992,22.443000000000005,594.1870999999999,5.373300000000001,26.2136116838488,840.0,60.0,375.0,45.0,10.1
3.45,2.6,0.01,0.01,0.04,0.3,5.0,1.0,0.15,0.02647000000000002,0.0,0.0,0.0,0.0,120.0,10.459799999999996,100.0,99.26,18.516999999999996,597.5905000000001,4.059299999999999,21.48,920.0,60.0,360.0,90.0,140.0
3.45,2.6,0.01,0.01,0.04,0.3,5.0,1.0,0.15,0.02647000000000002,0.0,0.0,0.0,0.0,120.0,10.459799999999996,100.0,99.26,18.516999999999996,597.5905000000001,4.059299999999999,21.48,920.0,60.0,360.0,90.0,130.0
3.45,2.6,0.01,0.01,0.04,0.3,5.0,1.0,0.15,0.02647000000000002,0.0,0.0,0.0,0.0,120.0,10.459799999999996,100.0,99.26,18.516999999999996,597.5905000000001,4.059299999999999,21.48,920.0,60.0,360.0,90.0,100.0
3.52,3.21,0.02,0.02,0.04,0.46,0.04,0.94,0.15,0.10888999999999999,0.001,0.0,0.0,0.0,120.0,8.895999999999988,100.0,39.577999999999996,48.89300000000001,602.8420000000002,6.106399999999999,36.1858823234594,900.0,60.0,360.0,60.0,124.0
3.57,2.6,0.007,0.01,0.05,0.47,1.6,0.6,0.03,0.04,0.0007200000000000004,0.0,0.0,0.0,105.0,10.723699999999994,80.0,42.632999999999996,53.18900000000001,594.1255000000001,6.5283000000000015,18.295,900.0,90.0,235.0,480.0,25.0
3.57,2.6,0.007,0.01,0.05,0.47,1.6,0.6,0.03,0.04,0.0007200000000000004,0.0,0.0,0.0,105.0,10.723699999999994,80.0,42.632999999999996,53.18900000000001,594.1255000000001,6.5283000000000015,18.295,900.0,90.0,235.0,360.0,22.0
3.57,2.6,0.007,0.01,0.05,0.47,1.6,0.6,0.03,0.04,0.0007200000000000004,0.0,0.0,0.0,105.0,10.723699999999994,80.0,42.632999999999996,53.18900000000001,594.1255000000001,6.5283000000000015,18.295,900.0,90.0,235.0,240.0,10.0
3.57,2.6,0.007,0.01,0.05,0.47,1.6,0.6,0.03,0.04,0.0007200000000000004,0.0,0.0,0.0,105.0,10.723699999999994,80.0,42.632999999999996,53.18900000000001,594.1255000000001,6.5283000000000015,18.295,900.0,90.0,375.0,120.0,75.0
3.57,2.6,0.007,0.01,0.05,0.47,1.6,0.6,0.03,0.04,0.0007200000000000004,0.0,0.0,0.0,105.0,10.723699999999994,80.0,42.632999999999996,53.18900000000001,594.1255000000001,6.5283000000000015,18.295,900.0,90.0,375.0,240.0,80.0
3.57,2.6,0.007,0.01,0.05,0.47,1.6,0.6,0.03,0.04,0.0007200000000000004,0.0,0.0,0.0,105.0,10.723699999999994,80.0,42.632999999999996,53.18900000000001,594.1255000000001,6.5283000000000015,18.295,900.0,90.0,375.0,360.0,50.0
3.6,2.5,0.014,0.014,0.066,0.28,0.0,0.45,0.0,0.04,0.0,0.0,0.0,0.0,77.0,12.184899999999997,80.69900000000001,75.76500000000006,11.083999999999998,589.5787000000001,5.327600000000001,28.238000000000003,900.0,120.0,300.0,60.0,32.0
3.6,2.5,0.014,0.014,0.066,0.28,0.0,0.45,0.0,0.04,0.0,0.0,0.0,0.0,77.0,12.184899999999997,80.69900000000001,75.76500000000006,11.083999999999998,589.5787000000001,5.327600000000001,28.238000000000003,900.0,120.0,300.0,120.0,60.0
3.6,2.5,0.014,0.014,0.066,0.28,0.0,0.45,0.0,0.04,0.0,0.0,0.0,0.0,77.0,12.184899999999997,80.69900000000001,75.76500000000006,11.083999999999998,589.5787000000001,5.327600000000001,28.238000000000003,900.0,120.0,300.0,180.0,65.0
3.6,2.5,0.014,0.014,0.066,0.28,0.0,0.45,0.0,0.04,0.0,0.0,0.0,0.0,77.0,12.184899999999997,80.69900000000001,75.76500000000006,11.083999999999998,589.5787000000001,5.327600000000001,28.238000000000003,900.0,120.0,300.0,240.0,30.0
3.6,2.5,0.014,0.014,0.066,0.28,0.0,0.45,0.0,0.04,0.0,0.0,0.0,0.0,77.0,12.184899999999997,80.69900000000001,75.76500000000006,11.083999999999998,589.5787000000001,5.327600000000001,28.238000000000003,900.0,120.0,350.0,60.0,72.0
3.6,2.5,0.014,0.014,0.066,0.28,0.0,0.45,0.0,0.04,0.0,0.0,0.0,0.0,77.0,12.184899999999997,80.69900000000001,75.76500000000006,11.083999999999998,589.5787000000001,5.327600000000001,28.238000000000003,900.0,120.0,350.0,120.0,105.0
3.6,2.5,0.014,0.014,0.066,0.28,0.0,0.45,0.0,0.04,0.0,0.0,0.0,0.0,77.0,12.184899999999997,80.69900000000001,75.76500000000006,11.083999999999998,589.5787000000001,5.327600000000001,28.238000000000003,900.0,120.0,350.0,180.0,90.0
3.6,2.5,0.014,0.014,0.066,0.28,0.0,0.45,0.0,0.04,0.0,0.0,0.0,0.0,77.0,12.184899999999997,80.69900000000001,75.76500000000006,11.083999999999998,589.5787000000001,5.327600000000001,28.238000000000003,900.0,120.0,350.0,240.0,75.0
3.6,2.5,0.014,0.014,0.066,0.28,0.0,0.45,0.0,0.04,0.0,0.0,0.0,0.0,77.0,12.184899999999997,80.69900000000001,75.76500000000006,11.083999999999998,589.5787000000001,5.327600000000001,28.238000000000003,900.0,120.0,400.0,60.0,74.0
3.6,2.5,0.014,0.014,0.066,0.28,0.0,0.45,0.0,0.04,0.0,0.0,0.0,0.0,77.0,12.184899999999997,80.69900000000001,75.76500000000006,11.083999999999998,589.5787000000001,5.327600000000001,28.238000000000003,900.0,120.0,400.0,120.0,87.0
3.6,2.5,0.014,0.014,0.066,0.28,0.0,0.45,0.0,0.04,0.0,0.0,0.0,0.0,77.0,12.184899999999997,80.69900000000001,75.76500000000006,11.083999999999998,589.5787000000001,5.327600000000001,28.238000000000003,900.0,120.0,400.0,180.0,45.0
3.6,2.5,0.014,0.014,0.066,0.28,0.0,0.45,0.0,0.04,0.0,0.0,0.0,0.0,77.0,12.184899999999997,80.69900000000001,75.76500000000006,11.083999999999998,589.5787000000001,5.327600000000001,28.238000000000003,900.0,120.0,400.0,240.0,20.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,100.6,8.8,95.2,87.59799999999997,13.025,591.0250000000001,5.969899999999999,14.38,900.0,60.0,300.0,60.0,47.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,100.6,8.8,95.2,87.59799999999997,13.025,591.0250000000001,5.969899999999999,14.38,900.0,60.0,300.0,60.0,48.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,100.6,8.8,95.2,87.59799999999997,13.025,591.0250000000001,5.969899999999999,14.38,900.0,60.0,300.0,60.0,49.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,100.6,8.8,95.2,87.59799999999997,13.025,591.0250000000001,5.969899999999999,14.38,900.0,60.0,300.0,60.0,42.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,100.6,8.8,95.2,87.59799999999997,13.025,591.0250000000001,5.969899999999999,14.38,900.0,60.0,300.0,60.0,58.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,100.6,8.8,95.2,87.59799999999997,13.025,591.0250000000001,5.969899999999999,14.38,900.0,60.0,300.0,60.0,72.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,100.6,8.8,95.2,87.59799999999997,13.025,591.0250000000001,5.969899999999999,14.38,900.0,60.0,300.0,60.0,74.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,100.6,8.8,95.2,87.59799999999997,13.025,591.0250000000001,5.969899999999999,14.38,900.0,60.0,300.0,60.0,76.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,100.6,8.8,95.2,87.59799999999997,13.025,591.0250000000001,5.969899999999999,14.38,900.0,60.0,300.0,60.0,90.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,100.6,8.8,95.2,87.59799999999997,13.025,591.0250000000001,5.969899999999999,14.38,900.0,60.0,300.0,60.0,98.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,100.6,8.8,95.2,87.59799999999997,13.025,591.0250000000001,5.969899999999999,14.38,900.0,60.0,300.0,60.0,108.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,100.6,8.8,95.2,87.59799999999997,13.025,591.0250000000001,5.969899999999999,14.38,900.0,60.0,300.0,60.0,92.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,100.6,8.8,95.2,87.59799999999997,13.025,591.0250000000001,5.969899999999999,14.38,900.0,60.0,300.0,60.0,102.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,100.6,8.8,95.2,87.59799999999997,13.025,591.0250000000001,5.969899999999999,14.38,900.0,60.0,300.0,60.0,106.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,100.6,8.8,95.2,87.59799999999997,13.025,591.0250000000001,5.969899999999999,14.38,900.0,60.0,300.0,60.0,108.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,100.6,8.8,95.2,87.59799999999997,13.025,591.0250000000001,5.969899999999999,14.38,900.0,60.0,300.0,60.0,106.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,100.6,8.8,95.2,87.59799999999997,13.025,591.0250000000001,5.969899999999999,14.38,900.0,60.0,300.0,60.0,108.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,100.6,8.8,95.2,87.59799999999997,13.025,591.0250000000001,5.969899999999999,14.38,900.0,60.0,300.0,60.0,110.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,100.6,8.8,95.2,87.59799999999997,13.025,591.0250000000001,5.969899999999999,14.38,900.0,60.0,300.0,60.0,112.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,155.3,9.6,96.3,85.38599999999995,18.864999999999988,544.6619999999999,6.241200000000001,14.56,900.0,60.0,365.0,60.0,12.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,155.3,9.6,96.3,85.38599999999995,18.864999999999988,544.6619999999999,6.241200000000001,14.56,900.0,60.0,365.0,60.0,16.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,155.3,9.6,96.3,85.38599999999995,18.864999999999988,544.6619999999999,6.241200000000001,14.56,900.0,60.0,365.0,60.0,20.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,155.3,9.6,96.3,85.38599999999995,18.864999999999988,544.6619999999999,6.241200000000001,14.56,900.0,60.0,365.0,60.0,21.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,155.3,9.6,96.3,85.38599999999995,18.864999999999988,544.6619999999999,6.241200000000001,14.56,900.0,60.0,365.0,60.0,22.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,155.3,9.6,96.3,85.38599999999995,18.864999999999988,544.6619999999999,6.241200000000001,14.56,900.0,60.0,365.0,60.0,24.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,155.3,9.6,96.3,85.38599999999995,18.864999999999988,544.6619999999999,6.241200000000001,14.56,900.0,60.0,365.0,60.0,28.0
3.73,2.55,0.023,0.045,0.044,0.3,1.25,1.03,0.18,0.032,0.0,0.0,0.0,0.0,155.3,9.6,96.3,85.38599999999995,18.864999999999988,544.6619999999999,6.241200000000001,14.56,900.0,60.0,365.0,60.0,28.0
